PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC
28326,69,GROCERY,Private,BAKED SWEET GOODS
28346,69,PRODUCE,Private,POTATOES
28347,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
28376,69,GROCERY,Private,CHEESE
28377,69,GROCERY,Private,DINNER MXS:DRY
28424,69,PASTRY,Private,COOKIES
28453,69,GROCERY,Private,HOUSEHOLD CLEANG NEEDS
28455,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
28513,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
28573,69,GROCERY,Private,PAPER HOUSEWARES
28603,69,GROCERY,Private,FACIAL TISS/DNR NAPKIN
28748,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
28782,16,GROCERY,Private,CONDIMENTS/SAUCES
28889,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN
28892,69,GROCERY,Private,FROZEN PIZZA
28897,69,GROCERY,Private,EGGS
28919,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS
28929,317,GROCERY,National,CHEESE
28966,69,GROCERY,Private,EGGS
29037,69,GROCERY,Private,HOT CEREAL
29048,69,GROCERY,Private,SPICES & EXTRACTS
29096,317,GROCERY,National,CHEESE
29113,69,GROCERY,Private,COLD CEREAL
29128,69,GROCERY,Private,SUGARS/SWEETNERS
29132,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH
29247,69,GROCERY,Private,SEAFOOD - SHELF STABLE
29252,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
29340,194,GROCERY,National,COLD CEREAL
29414,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN
29421,69,PRODUCE,Private,POPCORN
29431,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN
29479,69,GROCERY,Private,CHEESE
29512,69,GROCERY,Private,CANNED JUICES
29574,69,DRUG GM,Private,STATIONERY & SCHOOL SUPPLIES
29582,69,GROCERY,Private,VEGETABLES - SHELF STABLE
29618,69,DRUG GM,Private,COLD AND FLU
29629,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
29674,121,GROCERY,National,FD WRAPS/BAGS/TRSH BG
29751,69,DRUG GM,Private,BABY HBC
29761,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
29789,544,GROCERY,National,BAG SNACKS
29825,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
29874,69,GROCERY,Private,BEANS - CANNED GLASS & MW
29936,36,GROCERY,National,PICKLE/RELISH/PKLD VEG
29977,69,GROCERY,Private,SHORTENING/OIL
29989,499,GROCERY,National,VEGETABLES - SHELF STABLE
29996,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
30002,69,GROCERY,Private,FROZEN PIZZA
30003,397,MEAT-PCKGD,National,FROZEN MEAT
30012,213,DRUG GM,National,SOAP - LIQUID & BAR
30049,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
30177,544,GROCERY,National,BAG SNACKS
30179,69,GROCERY,Private,FRZN VEGETABLE/VEG DSH
30295,69,PASTRY,Private,ROLLS
30317,5423,GROCERY,National,BAKED BREAD/BUNS/ROLLS
30339,414,NUTRITION,National,NON-DAIRY BEVERAGES
30356,69,DRUG GM,Private,KITCHEN GADGETS
30374,410,GROCERY,National,CRACKERS/MISC BKD FD
30491,69,GROCERY,Private,SOUP
30531,236,GROCERY,National,REFRGRATD DOUGH PRODUCTS
30613,418,GROCERY,National,CONVENIENT BRKFST/WHLSM SNACKS
30656,69,GROCERY,Private,PAPER HOUSEWARES
30699,194,GROCERY,National,COLD CEREAL
30800,586,GROCERY,National,CRACKERS/MISC BKD FD
30801,15,NUTRITION,National,CHIPS&SNACKS
30808,1075,GROCERY,National,CRACKERS/MISC BKD FD
30870,282,GROCERY,National,VEGETABLES - SHELF STABLE
30937,693,DRUG GM,National,CANDY - PACKAGED
30954,69,GROCERY,Private,COOKIES/CONES
30962,69,PASTRY,Private,ROLLS
31048,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
31126,103,GROCERY,National,SOFT DRINKS
31139,361,DRUG GM,National,HAIR CARE PRODUCTS
31159,693,DRUG GM,National,CANDY - CHECKLANE
31161,693,DRUG GM,National,CANDY - CHECKLANE
31170,1075,GROCERY,National,CRACKERS/MISC BKD FD
31282,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
31319,531,GROCERY,National,CANNED JUICES
31349,709,GROCERY,National,BUTTER
31356,446,GROCERY,National,DRY BN/VEG/POTATO/RICE
31412,693,DRUG GM,National,CANDY - CHECKLANE
31493,151,GROCERY,National,FRZN MEAT/MEAT DINNERS
31516,1075,GROCERY,National,CRACKERS/MISC BKD FD
31534,69,GROCERY,Private,SHORTENING/OIL
31563,97,DRUG GM,National,SHAVING CARE PRODUCTS
31681,69,PASTRY,Private,COOKIES
31693,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
31704,764,GROCERY,National,HOUSEHOLD CLEANG NEEDS
31879,58,DRUG GM,National,CANDY - PACKAGED
31999,194,GROCERY,National,COLD CEREAL
32111,69,GROCERY,Private,BUTTER
32117,69,GROCERY,Private,BAKED SWEET GOODS
32124,103,GROCERY,National,SOFT DRINKS
32160,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK
32243,69,GROCERY,Private,CONDIMENTS/SAUCES
32247,69,PASTRY,Private,CAKES
32265,693,DRUG GM,National,CANDY - CHECKLANE
32272,236,GROCERY,National,FRZN BREAKFAST FOODS
32301,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
32309,16,GROCERY,Private,COFFEE
32327,1011,GROCERY,National,PAPER HOUSEWARES
32369,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
32373,334,GROCERY,National,SPICES & EXTRACTS
32384,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
32387,69,GROCERY,Private,MILK BY-PRODUCTS
32392,69,DRUG GM,Private,FIRST AID PRODUCTS
32411,866,DRUG GM,National,NEWSPAPER
32439,1075,GROCERY,National,CRACKERS/MISC BKD FD
32440,69,PASTRY,Private,COOKIES
32454,69,DELI,Private,SALADS/DIPS
32456,544,GROCERY,National,BAG SNACKS
32457,531,GROCERY,National,CANNED JUICES
32482,693,DRUG GM,National,CANDY - CHECKLANE
32483,693,DRUG GM,National,CANDY - CHECKLANE
32491,709,GROCERY,National,BUTTER
32553,69,GROCERY,Private,FLUID MILK PRODUCTS
32562,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
32608,1136,DRUG GM,National,INSECTICIDES
32630,1046,GROCERY,National,DRY MIX DESSERTS
32681,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
32726,1046,GROCERY,National,DRY BN/VEG/POTATO/RICE
32785,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
32805,69,GROCERY,Private,MILK BY-PRODUCTS
32857,830,GROCERY,National,HISPANIC
32888,1075,GROCERY,National,CRACKERS/MISC BKD FD
32916,69,GROCERY,Private,FLUID MILK PRODUCTS
32918,236,GROCERY,National,FRZN BREAKFAST FOODS
32970,1075,GROCERY,National,CRACKERS/MISC BKD FD
32987,693,DRUG GM,National,CANDY - CHECKLANE
33048,5820,PRODUCE,National,ORGANICS FRUIT & VEGETABLES
33061,754,GROCERY,National,CONDIMENTS/SAUCES
33086,693,DRUG GM,National,CANDY - CHECKLANE
33128,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
33150,1051,DRUG GM,National,ELECTRICAL SUPPPLIES
33177,764,GROCERY,National,LAUNDRY DETERGENTS
33198,69,GROCERY,Private,MILK BY-PRODUCTS
33240,1276,GROCERY,National,BEANS - CANNED GLASS & MW
33247,544,GROCERY,National,BAG SNACKS
33337,1075,GROCERY,National,CRACKERS/MISC BKD FD
33345,69,GROCERY,Private,CRACKERS/MISC BKD FD
33350,410,GROCERY,National,CRACKERS/MISC BKD FD
33401,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
33441,69,PASTRY,Private,BREAKFAST SWEETS
33522,1988,NUTRITION,National,JUICE
33548,1276,GROCERY,National,ISOTONIC DRINKS
33555,69,PASTRY,Private,COOKIES
33592,69,PASTRY,Private,BREAD
33614,436,GROCERY,National,FRZN JCE CONC/DRNKS
33630,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
33691,69,PASTRY,Private,ROLLS
33848,531,DRUG GM,National,CANDY - CHECKLANE
33882,544,GROCERY,National,BAG SNACKS
33883,764,GROCERY,National,LAUNDRY ADDITIVES
33931,1075,GROCERY,National,CRACKERS/MISC BKD FD
33944,1733,GROCERY,National,BAKED SWEET GOODS
33965,1126,GROCERY,National,CHEESE
34021,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
34039,1075,GROCERY,National,CRACKERS/MISC BKD FD
34138,1276,GROCERY,National,ISOTONIC DRINKS
34142,1276,GROCERY,National,ISOTONIC DRINKS
34145,69,PASTRY,Private,BREAKFAST SWEETS
34160,69,GROCERY,Private,FLUID MILK PRODUCTS
34172,1051,DRUG GM,National,ELECTRICAL SUPPPLIES
34180,317,GROCERY,National,CHEESE
34187,1352,DRUG GM,National,IRONING AND CHEMICALS
34197,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
34198,69,PASTRY,Private,COOKIES
34204,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
34214,869,GROCERY,National,TEAS
34233,179,GROCERY,National,DRY NOODLES/PASTA
34269,69,PASTRY,Private,BREAD
34277,69,PASTRY,Private,COOKIES
34331,317,GROCERY,National,CHEESE
34336,1136,DRUG GM,National,INSECTICIDES
34341,959,GROCERY,National,HISPANIC
34345,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
34349,117,DRUG GM,National,CANDY - PACKAGED
34359,69,GROCERY,Private,CRACKERS/MISC BKD FD
34385,1276,GROCERY,National,ISOTONIC DRINKS
34426,1075,GROCERY,National,CRACKERS/MISC BKD FD
34444,69,GROCERY,Private,FLUID MILK PRODUCTS
34480,456,GROCERY,National,COFFEE
34484,69,GROCERY,Private,VEGETABLES - SHELF STABLE
34505,1456,GROCERY,National,EGGS
34601,69,GROCERY,Private,VEGETABLES - SHELF STABLE
34611,69,GROCERY,Private,CRACKERS/MISC BKD FD
34628,1251,GROCERY,National,PASTA SAUCE
34634,69,GROCERY,Private,VEGETABLES - SHELF STABLE
34703,69,GROCERY,Private,COOKIES/CONES
34723,693,DRUG GM,National,CANDY - CHECKLANE
34742,236,GROCERY,National,FRZN BREAKFAST FOODS
34747,2110,GROCERY,National,ICE CREAM/MILK/SHERBTS
34767,1136,DRUG GM,National,INSECTICIDES
34776,317,GROCERY,National,CHEESE
34799,69,GROCERY,Private,COOKIES/CONES
34818,69,GROCERY,Private,CRACKERS/MISC BKD FD
34873,69,GROCERY,Private,FLUID MILK PRODUCTS
34972,69,GROCERY,Private,COOKIES/CONES
34980,693,DRUG GM,National,CANDY - CHECKLANE
34997,1329,GROCERY,National,FRZN MEAT/MEAT DINNERS
34999,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
35042,69,GROCERY,Private,CRACKERS/MISC BKD FD
35045,930,PRODUCE,National,PROCESSED
35082,69,GROCERY,Private,FLUID MILK PRODUCTS
35085,69,GROCERY,Private,BAG SNACKS
35159,373,COSMETICS,National,MAKEUP AND TREATMENT
35215,69,DRUG GM,Private,ANALGESICS
35269,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
35309,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
35331,69,GROCERY,Private,VEGETABLES - SHELF STABLE
35333,69,GROCERY,Private,BAG SNACKS
35334,1251,GROCERY,National,PASTA SAUCE
35349,69,COSMETICS,Private,MAKEUP AND TREATMENT
35407,1944,DRUG GM,National,HOSIERY/SOCKS
35421,69,GROCERY,Private,BAKED SWEET GOODS
35452,69,PASTRY,Private,BREAD
35461,69,PASTRY,Private,COOKIES
35478,69,GROCERY,Private,BAKED SWEET GOODS
35506,1251,GROCERY,National,SOUP
35510,69,GROCERY,Private,CRACKERS/MISC BKD FD
35511,544,GROCERY,National,BAG SNACKS
35591,1837,GROCERY,National,VEGETABLES - SHELF STABLE
35602,69,GROCERY,Private,VEGETABLES - SHELF STABLE
35656,69,GROCERY,Private,CAT FOOD
35706,69,GROCERY,Private,BAG SNACKS
35734,917,DRUG GM,National,BATTERIES
35774,69,GROCERY,Private,BAG SNACKS
35826,69,PASTRY,Private,CAKES
35828,194,GROCERY,National,COLD CEREAL
35895,1208,GROCERY,National,WATER - CARBONATED/FLVRD DRINK
35906,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
35910,833,GROCERY,National,MOLASSES/SYRUP/PANCAKE MIXS
35931,69,GROCERY,Private,CRACKERS/MISC BKD FD
36055,1251,GROCERY,National,PASTA SAUCE
36071,456,GROCERY,National,COFFEE
36078,69,GROCERY,Private,VEGETABLES - SHELF STABLE
36136,69,GROCERY,Private,COOKIES/CONES
36179,69,GROCERY,Private,CRACKERS/MISC BKD FD
36185,1075,GROCERY,National,CRACKERS/MISC BKD FD
36247,769,DRUG GM,National,BOOKSTORE
36249,595,GROCERY,National,BATH TISSUES
36290,69,DRUG GM,Private,COLD AND FLU
36309,69,PASTRY,Private,CAKES
36375,1251,GROCERY,National,FROZEN PIE/DESSERTS
36406,1329,GROCERY,National,FRZN MEAT/MEAT DINNERS
36413,693,DRUG GM,National,CANDY - CHECKLANE
36435,69,GROCERY,Private,BAG SNACKS
36561,165,GROCERY,National,FRZN MEAT/MEAT DINNERS
36599,1178,GROCERY,National,SEAFOOD - SHELF STABLE
36608,69,GROCERY,Private,CRACKERS/MISC BKD FD
36618,1377,GROCERY,National,MEAT - SHELF STABLE
36722,397,MEAT-PCKGD,National,MEAT - MISC
36723,1251,GROCERY,National,SOUP
36734,1002,GROCERY,National,SOUP
36857,69,GROCERY,Private,BAG SNACKS
36873,1002,GROCERY,National,SOUP
36880,69,GROCERY,Private,CRACKERS/MISC BKD FD
36899,69,GROCERY,Private,BAKED BREAD/BUNS/ROLLS
36938,69,GROCERY,Private,BAG SNACKS
36969,531,GROCERY,National,CANNED JUICES
37073,69,DRUG GM,Private,SPRING/SUMMER SEASONAL
37154,1075,GROCERY,National,COOKIES/CONES
37206,69,GROCERY,Private,COLD CEREAL
37220,1089,MEAT-PCKGD,National,LUNCHMEAT
37308,1276,GROCERY,National,ISOTONIC DRINKS
37423,1107,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES
37427,942,GROCERY,National,CONDIMENTS/SAUCES
37438,764,DRUG GM,National,SOAP - LIQUID & BAR
37447,693,DRUG GM,National,CANDY - CHECKLANE
37543,876,NUTRITION,National,DRIED FRUIT
37651,69,DRUG GM,Private,CHARCOAL AND LIGHTER FLUID
37678,1251,GROCERY,National,FROZEN PIE/DESSERTS
37710,179,GROCERY,National,DRY NOODLES/PASTA
37728,917,DRUG GM,National,BATTERIES
37752,69,GROCERY,Private,CRACKERS/MISC BKD FD
37756,2193,GROCERY,National,ICE CREAM/MILK/SHERBTS
37889,317,GROCERY,National,SALD DRSNG/SNDWCH SPRD
37913,418,GROCERY,National,BAKED SWEET GOODS
37932,1490,GROCERY,National,LIQUOR
38022,69,GROCERY,Private,COOKIES/CONES
38046,1251,GROCERY,National,PASTA SAUCE
38085,69,GROCERY,Private,CHEESE
38112,69,DRUG GM,Private,VITAMINS
38134,69,GROCERY,Private,BAG SNACKS
38217,69,DRUG GM,Private,SOAP - LIQUID & BAR
38266,1276,GROCERY,National,ISOTONIC DRINKS
38330,2292,GROCERY,National,WATER - CARBONATED/FLVRD DRINK
38365,1594,GROCERY,National,FROZEN BREAD/DOUGH
38412,1094,MEAT-PCKGD,National,LUNCHMEAT
38439,1733,GROCERY,National,BAKED SWEET GOODS
38484,159,GROCERY,National,COOKIES/CONES
38552,69,COSMETICS,Private,MAKEUP AND TREATMENT
38584,2060,DRUG GM,National,HAND/BODY/FACIAL PRODUCTS
38672,69,GROCERY,Private,SNACK NUTS
38677,69,DRUG GM,Private,ORAL HYGIENE PRODUCTS
38681,69,GROCERY,Private,MILK BY-PRODUCTS
38877,1884,GROCERY,National,MILK BY-PRODUCTS
38975,239,GROCERY,National,BEERS/ALES
39027,69,GROCERY,Private,COOKIES/CONES
39062,348,DRUG GM,National,CANDY - PACKAGED
39293,69,DRUG GM,Private,ORAL HYGIENE PRODUCTS
39317,1420,DRUG GM,National,INFANT FORMULA
39354,69,GROCERY,Private,CHEESE
39376,1329,GROCERY,National,FRZN MEAT/MEAT DINNERS
39463,69,GROCERY,Private,REFRGRATD JUICES/DRNKS
39505,69,GROCERY,Private,CRACKERS/MISC BKD FD
39533,69,DRUG GM,Private,CHARCOAL AND LIGHTER FLUID
39591,69,DRUG GM,Private,SOAP - LIQUID & BAR
39592,69,DRUG GM,Private,SOAP - LIQUID & BAR
39612,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK
39613,69,GROCERY,Private,YOGURT
39661,995,GROCERY,National,CHEESE
39665,1885,PASTRY,National,ROLLS
39686,69,DRUG GM,Private,CHARCOAL AND LIGHTER FLUID
39721,754,GROCERY,National,SPICES & EXTRACTS
39839,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK
39897,1075,GROCERY,National,CRACKERS/MISC BKD FD
39992,69,GROCERY,Private,SNACK NUTS
40023,1251,GROCERY,National,PASTA SAUCE
40040,239,GROCERY,National,BEERS/ALES
40057,69,DRUG GM,Private,ELECTRICAL SUPPPLIES
40067,5423,GROCERY,National,FLUID MILK PRODUCTS
40146,69,GROCERY,Private,SALD DRSNG/SNDWCH SPRD
40165,69,GROCERY,Private,SALD DRSNG/SNDWCH SPRD
40178,69,GROCERY,Private,CHEESE
40317,764,DRUG GM,National,DEODORANTS
40349,764,GROCERY,National,FACIAL TISS/DNR NAPKIN
40382,2438,NUTRITION,National,CHIPS&SNACKS
40394,1548,MEAT-PCKGD,National,BACON
40405,69,GROCERY,Private,FLUID MILK PRODUCTS
40439,69,GROCERY,Private,REFRGRATD JUICES/DRNKS
40440,2193,GROCERY,National,ICE CREAM/MILK/SHERBTS
40473,69,GROCERY,Private,MILK BY-PRODUCTS
40476,69,GROCERY,Private,DOG FOODS
40479,693,DRUG GM,National,CANDY - PACKAGED
40488,69,GROCERY,Private,CHEESE
40504,1251,GROCERY,National,PASTA SAUCE
40576,69,GROCERY,Private,MOLASSES/SYRUP/PANCAKE MIXS
40614,69,GROCERY,Private,FRZN NOVELTIES/WTR ICE
40645,69,DRUG GM,Private,ORAL HYGIENE PRODUCTS
40650,69,DRUG GM,Private,FEMININE HYGIENE
40655,69,GROCERY,Private,MILK BY-PRODUCTS
40694,1002,GROCERY,National,SOUP
40698,69,DRUG GM,Private,COFFEE FILTERS
40722,1884,GROCERY,National,MILK BY-PRODUCTS
40751,69,GROCERY,Private,MILK BY-PRODUCTS
40843,69,GROCERY,Private,MILK BY-PRODUCTS
40868,181,GROCERY,National,DRY BN/VEG/POTATO/RICE
40885,69,GROCERY,Private,FLUID MILK PRODUCTS
40914,2136,DRUG GM,National,CANDY - PACKAGED
40938,693,GROCERY,National,BAKING NEEDS
40950,69,GROCERY,Private,REFRGRATD JUICES/DRNKS
40979,69,GROCERY,Private,SPICES & EXTRACTS
41008,69,DRUG GM,Private,BROOMS AND MOPS
41015,69,GROCERY,Private,FLUID MILK PRODUCTS
41019,1698,DRUG GM,National,CANDY - PACKAGED
41044,69,GROCERY,Private,FLUID MILK PRODUCTS
41058,69,GROCERY,Private,MILK BY-PRODUCTS
41071,2209,MEAT-PCKGD,National,DINNER SAUSAGE
41128,2209,MEAT-PCKGD,National,DINNER SAUSAGE
41148,69,GROCERY,Private,FLUID MILK PRODUCTS
41149,69,GROCERY,Private,CHEESE
41156,69,GROCERY,Private,SOFT DRINKS
41174,1504,GROCERY,National,FRZN VEGETABLE/VEG DSH
41258,69,GROCERY,Private,PNT BTR/JELLY/JAMS
41332,69,GROCERY,Private,REFRGRATD JUICES/DRNKS
41354,69,GROCERY,Private,CHEESE
41363,794,GROCERY,National,COLD CEREAL
41376,2193,GROCERY,National,ICE CREAM/MILK/SHERBTS
41394,1276,GROCERY,National,ISOTONIC DRINKS
41410,69,GROCERY,Private,REFRGRATD JUICES/DRNKS
41475,69,GROCERY,Private,PASTA SAUCE
41477,69,GROCERY,Private,CHEESE
41481,69,GROCERY,Private,MILK BY-PRODUCTS
41528,69,GROCERY,Private,CHEESE
41580,69,DRUG GM,Private,FEMININE HYGIENE
41590,1251,GROCERY,National,PASTA SAUCE
41641,69,GROCERY,Private,MILK BY-PRODUCTS
41652,69,GROCERY,Private,SALD DRSNG/SNDWCH SPRD
41688,69,GROCERY,Private,SPICES & EXTRACTS
41708,69,DRUG GM,Private,FIRST AID PRODUCTS
41727,69,GROCERY,Private,MILK BY-PRODUCTS
41741,988,GROCERY,National,MEAT - SHELF STABLE
41743,69,GROCERY,Private,REFRGRATD JUICES/DRNKS
41744,69,COSMETICS,Private,MAKEUP AND TREATMENT
41777,69,GROCERY,Private,PASTA SAUCE
41780,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY
41783,69,GROCERY,Private,CHEESE
41794,69,GROCERY,Private,SOFT DRINKS
41850,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS
41871,989,GROCERY,National,SHORTENING/OIL
41875,69,PASTRY,Private,BREAD
41880,1519,GROCERY,National,FRZN NOVELTIES/WTR ICE
41919,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS
41927,69,DRUG GM,Private,KITCHEN GADGETS
41940,584,GROCERY,National,MOLASSES/SYRUP/PANCAKE MIXS
41976,69,GROCERY,Private,TEAS
41978,236,GROCERY,National,FROZEN PIE/DESSERTS
41979,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY
42020,764,GROCERY,National,WAREHOUSE SNACKS
42100,69,GROCERY,Private,FLUID MILK PRODUCTS
42102,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS
42111,69,DRUG GM,Private,FEMININE HYGIENE
42140,69,GROCERY,Private,BAG SNACKS
42143,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY
42150,69,GROCERY,Private,PNT BTR/JELLY/JAMS
42197,69,GROCERY,Private,MILK BY-PRODUCTS
42237,69,GROCERY,Private,SPICES & EXTRACTS
42319,69,GROCERY,Private,SPICES & EXTRACTS
42346,69,GROCERY,Private,FLUID MILK PRODUCTS
42385,1208,GROCERY,National,SOFT DRINKS
42388,69,GROCERY,Private,DRY SAUCES/GRAVY
42408,1837,GROCERY,National,VEGETABLES - SHELF STABLE
42465,872,DRUG GM,National,CANDY - CHECKLANE
42478,69,GROCERY,Private,CONDIMENTS/SAUCES
42518,69,GROCERY,Private,MILK BY-PRODUCTS
42521,69,GROCERY,Private,FLUID MILK PRODUCTS
42536,69,GROCERY,Private,PASTA SAUCE
42579,69,GROCERY,Private,DINNER MXS:DRY
42636,1177,GROCERY,National,SPICES & EXTRACTS
42642,69,GROCERY,Private,MILK BY-PRODUCTS
42659,69,GROCERY,Private,CHEESE
42660,5143,DRUG GM,National,GREETING CARDS/WRAP/PARTY SPLY
42669,69,GROCERY,Private,FLUID MILK PRODUCTS
42687,1873,GROCERY,National,FROZEN PIZZA
42720,69,GROCERY,Private,TEAS
42721,683,GROCERY,National,MARGARINES
42722,1621,GROCERY,National,BAKING NEEDS
42758,1790,GROCERY,National,BAKED SWEET GOODS
42762,1837,GROCERY,National,VEGETABLES - SHELF STABLE
42765,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS
